title,beginPlace,reason,reasonDetail,content,beginAt,expectedEndAt,endAt,note,category.name,coordinates
工事による通行規制,今立郡池田町魚見,工事,,全面通行止,20240426160000,,20230428160018,南越前町側から町境までの冬期間通行止めは解除しますが、池田町側は工事のため通り抜けできません。,全面通行止,"[[35.84423, 136.27166], [35.844210000000004, 136.27136000000002], [35.844170000000005, 136.27113], [35.844170000000005, 136.27095], [35.8442, 136.2706], [35.844190000000005, 136.27049000000002], [35.844120000000004, 136.27031000000002], [35.84405, 136.27016], [35.84393, 136.26978], [35.843810000000005, 136.26936], [35.843700000000005, 136.26907], [35.84357, 136.2688], [35.84349, 136.26860000000002], [35.84351, 136.26825000000002], [35.843520000000005, 136.26812], [35.84351, 136.26803], [35.843360000000004, 136.26778000000002], [35.84319, 136.2675], [35.843070000000004, 136.26700000000002], [35.84302, 136.26682000000002], [35.84297, 136.26671000000002], [35.842800000000004, 136.26644000000002], [35.84254, 136.26613], [35.842420000000004, 136.26598], [35.842360000000006, 136.26586], [35.84225, 136.26566000000003], [35.84214, 136.26549], [35.842040000000004, 136.26536000000002], [35.842020000000005, 136.26529000000002], [35.842020000000005, 136.26516], [35.842040000000004, 136.26498], [35.84199, 136.26481], [35.841930000000005, 136.26474000000002], [35.84189000000001, 136.26471], [35.84178, 136.26468], [35.84174, 136.26464], [35.841730000000005, 136.26462], [35.84176, 136.26443], [35.84178, 136.26432], [35.84178, 136.26417], [35.84174, 136.26399], [35.841660000000005, 136.26369000000003], [35.841640000000005, 136.26344], [35.841640000000005, 136.26315000000002], [35.841590000000004, 136.26312000000001], [35.84152, 136.26314000000002], [35.84132, 136.26345], [35.84127, 136.26355], [35.84125, 136.26373], [35.84127, 136.2641], [35.84125, 136.26422000000002], [35.841210000000004, 136.26430000000002], [35.84116, 136.26433], [35.841120000000004, 136.26433], [35.840880000000006, 136.26420000000002], [35.84078, 136.26418], [35.84067, 136.26420000000002], [35.84029, 136.26434], [35.84017, 136.26440000000002], [35.840090000000004, 136.26445], [35.84, 136.26445], [35.83995, 136.26446], [35.83988, 136.26451], [35.83977, 136.26462], [35.83972, 136.2647], [35.83966, 136.26488], [35.839600000000004, 136.26502000000002], [35.839510000000004, 136.26517], [35.839400000000005, 136.26529000000002], [35.839290000000005, 136.26534], [35.839200000000005, 136.26536000000002], [35.8391, 136.26538000000002], [35.83908, 136.26544], [35.839130000000004, 136.26555000000002], [35.839200000000005, 136.26563000000002], [35.8393, 136.2657], [35.83945000000001, 136.26569], [35.83961, 136.26566000000003], [35.83982, 136.26562], [35.84004, 136.26555000000002], [35.84015, 136.26553], [35.84033, 136.26557000000003], [35.84051, 136.26562], [35.84056, 136.26566000000003], [35.840630000000004, 136.2658], [35.840700000000005, 136.26585], [35.840770000000006, 136.26589], [35.840810000000005, 136.26594], [35.84082, 136.26600000000002], [35.840830000000004, 136.26622], [35.840700000000005, 136.26666], [35.84058, 136.26702], [35.84055, 136.26726000000002], [35.84056, 136.26733000000002], [35.84064, 136.26753000000002], [35.840770000000006, 136.26774], [35.84084, 136.26795], [35.84085, 136.26808], [35.840830000000004, 136.26824000000002], [35.840810000000005, 136.26842000000002], [35.840830000000004, 136.26856], [35.84084, 136.26862], [35.840830000000004, 136.26865], [35.8408, 136.26867000000001], [35.84078, 136.26866], [35.840740000000004, 136.26859000000002], [35.840720000000005, 136.26845], [35.840740000000004, 136.26813], [35.840720000000005, 136.268], [35.84066, 136.26788000000002], [35.84055, 136.26772], [35.8404, 136.26756], [35.84033, 136.26746], [35.84029, 136.26732], [35.840250000000005, 136.26691000000002], [35.84028, 136.26672000000002], [35.84028, 136.26662000000002], [35.84024, 136.26654000000002], [35.840090000000004, 136.26638], [35.84001, 136.26638], [35.83972, 136.26651], [35.83964, 136.26662000000002], [35.83955, 136.26680000000002], [35.839470000000006, 136.26685], [35.839240000000004, 136.26686], [35.83912, 136.26684], [35.83881, 136.26672000000002], [35.83849, 136.26678], [35.838370000000005, 136.26676], [35.838150000000006, 136.26664000000002], [35.83791, 136.26656], [35.837860000000006, 136.26653000000002], [35.837770000000006, 136.26645000000002], [35.83766, 136.26633], [35.83746, 136.26622], [35.837270000000004, 136.26606], [35.837120000000006, 136.26578], [35.83706, 136.26558], [35.83701000000001, 136.26546000000002], [35.83691, 136.26535], [35.83659, 136.26520000000002], [35.83643, 136.26510000000002], [35.8363, 136.26497], [35.836110000000005, 136.26478], [35.835980000000006, 136.26469], [35.83585, 136.26456000000002], [35.835730000000005, 136.26437], [35.83559, 136.26416], [35.83543, 136.26397], [35.835260000000005, 136.26377000000002], [35.83522, 136.26363], [35.8352, 136.26329], [35.83516, 136.26316], [35.835190000000004, 136.26288000000002], [35.835100000000004, 136.26258], [35.83511, 136.26254], [35.835150000000006, 136.26251000000002], [35.83525, 136.26249], [35.835460000000005, 136.26255], [35.835620000000006, 136.26265], [35.83572, 136.26276000000001], [35.83581, 136.26274], [35.83587, 136.26274], [35.8359, 136.26276000000001], [35.836000000000006, 136.26295000000002], [35.836090000000006, 136.26298], [35.836240000000004, 136.26295000000002], [35.83635, 136.26286000000002], [35.836420000000004, 136.26271], [35.83648, 136.26265], [35.83659, 136.26257], [35.836710000000004, 136.26242000000002], [35.83675, 136.26232000000002], [35.83675, 136.26216000000002], [35.83672, 136.26206000000002], [35.83668, 136.26198000000002], [35.836510000000004, 136.26187000000002], [35.836310000000005, 136.26176], [35.83606, 136.26157], [35.83605, 136.26154000000002], [35.83605, 136.26149], [35.836090000000006, 136.26144000000002], [35.83617, 136.26139], [35.83626, 136.26136000000002], [35.83643, 136.26139], [35.83668, 136.26136000000002], [35.83672, 136.26134000000002], [35.83675, 136.2613], [35.83672, 136.26117000000002], [35.836650000000006, 136.26096], [35.836650000000006, 136.26089000000002], [35.836670000000005, 136.26084], [35.836850000000005, 136.26085], [35.83691, 136.26080000000002], [35.836980000000004, 136.26061], [35.837030000000006, 136.26051], [35.8371, 136.26047], [35.837450000000004, 136.26056], [35.837500000000006, 136.26059], [35.837540000000004, 136.26075], [35.83758, 136.26088000000001], [35.837680000000006, 136.26106000000001], [35.837830000000004, 136.26146], [35.837880000000006, 136.26167], [35.837950000000006, 136.26179000000002], [35.838, 136.26182], [35.83803, 136.26181], [35.83807, 136.26174], [35.838060000000006, 136.26164], [35.838060000000006, 136.26141], [35.83811, 136.26128], [35.838210000000004, 136.26101], [35.83836, 136.26072000000002], [35.83843, 136.26067], [35.83861, 136.26064000000002], [35.83867, 136.26065], [35.838820000000005, 136.26071000000002], [35.83896, 136.26081000000002], [35.839000000000006, 136.26082000000002], [35.83903, 136.26081000000002], [35.839130000000004, 136.26075], [35.839290000000005, 136.26069], [35.839400000000005, 136.2607], [35.83954, 136.26076], [35.839580000000005, 136.26076], [35.83963, 136.26072000000002], [35.83968, 136.26061], [35.839710000000004, 136.26047], [35.83966, 136.26035000000002], [35.83955, 136.26026000000002], [35.839360000000006, 136.26000000000002], [35.839200000000005, 136.25991000000002], [35.83906, 136.25977], [35.83901, 136.25967], [35.83892, 136.25957000000002], [35.838820000000005, 136.25947000000002], [35.83879, 136.25936000000002], [35.83879, 136.25922], [35.838770000000004, 136.25909000000001], [35.8387, 136.25894000000002], [35.838620000000006, 136.25887]]"
トンネル補修工事に伴う通行止め,大飯郡高浜町神野,工事,トンネル盤ぶくれ対策工事に伴う,全面通行止,20250324080000,,,,全面通行止,"[[35.51735, 135.49752], [35.517100000000006, 135.49782000000002], [35.516870000000004, 135.49805], [35.51677, 135.49812], [35.516670000000005, 135.49818000000002], [35.516510000000004, 135.49832], [35.51615, 135.49862000000002], [35.515980000000006, 135.49874], [35.515620000000006, 135.49886], [35.515330000000006, 135.49894], [35.515100000000004, 135.49896], [35.51469, 135.49898000000002], [35.514160000000004, 135.49902], [35.51397, 135.49903], [35.51381, 135.49899000000002], [35.51362, 135.49893], [35.513510000000004, 135.49890000000002], [35.51342, 135.49891000000002], [35.513090000000005, 135.49895], [35.51274, 135.49901], [35.51239, 135.49915000000001], [35.512040000000006, 135.49927000000002], [35.51118, 135.49958], [35.5079, 135.50073], [35.50768, 135.5008], [35.507560000000005, 135.50087000000002], [35.50726, 135.50117], [35.506980000000006, 135.50157000000002], [35.5069, 135.50174], [35.506890000000006, 135.50201], [35.50688, 135.50229000000002], [35.506820000000005, 135.50272]]"
橋梁架け替え工事に伴う通行規制,小浜市一番町,工事,大手橋架け替え工事に伴う車両通行止め,全面通行止,20220716060000,,,"・徒歩・自転車での通行については仮歩道橋を利用することにより通り抜け可能です。
・迂回路等の詳細については下記URLを参照ください。
URL：https://www.pref.fukui.lg.jp/doc/obama-doboku/douro/nishiduoote.html",全面通行止,"[[35.5017, 135.74672], [35.50233, 135.7469], [35.50302, 135.74706]]"
橋梁架け替え工事に伴う通行規制,小浜市城内１丁目,工事,城内橋・西津橋架け替え工事に伴う車両通行止め,全面通行止,20220716060000,,,"・徒歩・自転車での通行については仮歩道橋を利用することにより通り抜け可能です。
・迂回路等の詳細については下記URLを参照ください。
URL：https://www.pref.fukui.lg.jp/doc/obama-doboku/douro/nishiduoote.html",全面通行止,"[[35.504090000000005, 135.74735], [35.50432, 135.74744], [35.504560000000005, 135.74756000000002], [35.50558, 135.74832]]"
災害による通行規制,福井市国山町,災害,,片側交互通行,20240918090000,,,規制区間の変更（短縮）,片側交互通行,"[[36.057990000000004, 136.03258000000002], [36.058170000000004, 136.03221000000002], [36.05823, 136.03209], [36.0583, 136.03191], [36.05834, 136.03159000000002], [36.05834, 136.03142]]"
(主)丸岡川西線(10)崩土箇所 仮設迂回路設置による片側交互通行,坂井市丸岡町川上,法面崩壊,,片側交互通行,20250404130000,,,"※仮設迂回路設置により片側交互通行に変更
",片側交互通行,"[[36.17956, 136.30404000000001], [36.179550000000006, 136.30372], [36.179590000000005, 136.30351000000002], [36.17972, 136.30314], [36.179840000000006, 136.30266], [36.179860000000005, 136.30248], [36.179860000000005, 136.30233], [36.17985, 136.30227000000002], [36.179790000000004, 136.30211], [36.17947, 136.3017], [36.17925, 136.30134], [36.17911, 136.30107], [36.17895, 136.30084000000002], [36.178810000000006, 136.30069], [36.17868, 136.30062], [36.17851, 136.30059], [36.17828, 136.30058000000002], [36.17815, 136.30055000000002], [36.17799, 136.30048000000002], [36.17783, 136.30036], [36.177760000000006, 136.30030000000002]]"
落石による通行規制,大野市下若生子,落石,,片側交互通行,20240606120000,,,,片側交互通行,"[[35.925360000000005, 136.5458], [35.92528, 136.54573000000002]]"
工事による片側交互通行規制,南条郡南越前町大良,工事,,片側交互通行,20250220083000,,,,片側交互通行,"[[35.81228, 136.07624], [35.81208, 136.0762], [35.81188, 136.0762], [35.81172, 136.07624], [35.81152, 136.07633], [35.811310000000006, 136.07649], [35.811110000000006, 136.07669]]"
工事による片側交互通行規制,南条郡南越前町大谷,工事,,片側交互通行,20250220083000,,,,片側交互通行,"[[35.787440000000004, 136.09366], [35.78717, 136.09385], [35.78671000000001, 136.09421], [35.786350000000006, 136.0945]]"
(一）今庄杉津線（２０７）片側通行について,南条郡南越前町南今庄,工事,工事のため,片側交互通行,20240823090000,,,,片側交互通行,"[[35.761570000000006, 136.19144], [35.76305, 136.19284000000002], [35.76337, 136.19319000000002], [35.763580000000005, 136.19347000000002]]"
工事による片側交互通行規制,南条郡南越前町板取,工事,,片側交互通行,20240426160000,,,令和６年２月に斜面崩落があった箇所において、片側交互通行規制箇所がありますので、通行には十分ご注意ください。,片側交互通行,"[[35.70226, 136.15693000000002]]"
工事による片側交互通行規制,南条郡南越前町赤萩,工事,,片側交互通行,20231227150000,,,,片側交互通行,"[[35.820930000000004, 136.0977], [35.82072, 136.09768000000003], [35.82058, 136.0977], [35.82048, 136.09774000000002], [35.82034, 136.09786], [35.820080000000004, 136.09813], [35.82007, 136.09814]]"
(一)桝谷ダム宇津尾線(270)落石による通行規制,南越前町宇津尾地係,その他,落石,片側交互通行,20190705173000,,,規制延長15m,片側交互通行,"[[35.7316, 136.22873], [35.731770000000004, 136.22884000000002], [35.732060000000004, 136.22895]]"
工事による片側交互通行規制,丹生郡越前町血ヶ平,工事,,片側交互通行,20250324143000,20251017170000,,"規制期間の変更
工事による片側交互通行規制",片側交互通行,"[[35.982490000000006, 135.95877000000002], [35.98234, 135.95873], [35.98208, 135.95870000000002], [35.981970000000004, 135.95871000000002], [35.981700000000004, 135.95880000000002], [35.981500000000004, 135.95891], [35.981260000000006, 135.95913000000002], [35.98091, 135.95942000000002]]"
工事による片側交互通行規制,丹生郡越前町米ノ,工事,,片側交互通行,20250127090000,20250731170000,20250331170002,規制期間の変更,片側交互通行,"[[35.88842, 135.99493], [35.888360000000006, 135.99493], [35.88826, 135.99496000000002], [35.887890000000006, 135.9951], [35.88777, 135.99521000000001], [35.88768, 135.99535], [35.88765, 135.99551000000002]]"
路肩崩壊による通行止め,大飯郡おおい町石山,法面崩壊,,片側交互通行,20231222100000,,,全面通行止め解除後も、引き続き片側交互通行および大型車通行止めを継続します。,片側交互通行,"[[35.43766, 135.56459], [35.437810000000006, 135.56424], [35.43782, 135.56416000000002], [35.43779, 135.56405], [35.43773, 135.56393], [35.43757, 135.56381000000002], [35.437110000000004, 135.56354000000002], [35.43708, 135.56348], [35.437070000000006, 135.56341], [35.43708, 135.56334], [35.43722, 135.56313], [35.437560000000005, 135.56275000000002], [35.437580000000004, 135.56267], [35.43757, 135.56256000000002], [35.437490000000004, 135.56245], [35.43735, 135.56234], [35.43703, 135.56216], [35.436980000000005, 135.56213000000002], [35.43692, 135.56206], [35.4369, 135.56201000000001]]"
落石による片側交互通行,大飯郡おおい町名田庄堂本,災害,落石があったため,片側交互通行,20230720224000,,,,片側交互通行,"[[35.393750000000004, 135.67697], [35.393280000000004, 135.67728000000002], [35.39321, 135.67735000000002]]"
工事による大型車通行止め,丹生郡越前町米ノ,工事,,その他,20250620090000,20250711170000,,"工事にともなう大型車全面通行止め
大型車全面通行止めは規制日時のうち5日間を予定
17:00～9:00は通行可能
緊急車両、路線バス、スクールバスは通行可能",その他,"[[35.88846, 135.99494], [35.888400000000004, 135.99493], [35.88832, 135.99494], [35.887910000000005, 135.99509], [35.887800000000006, 135.99517], [35.8877, 135.99531000000002], [35.88765, 135.99551000000002]]"
(国)27号 その他,河原市,工事,,その他,20250616000000,20250623000000,,,その他,"[[35.60415574236297, 135.9379507838819], [35.60437865116257, 135.93868036214943], [35.60469527158315, 135.9397302884743], [35.60492857018715, 135.940530232048], [35.60503688745531, 135.94089270649138], [35.60505904422323, 135.9409658296746]]"
工事による通行規制,大野市本町,工事,下水道本管設置工事,全面通行止,20250714083000,20250718170000,,通行止時間帯：8:30～17:00,全面通行止,"[[35.987280000000005, 136.48961], [35.98424, 136.48907]]"
工事による全面通行止め,南条郡南越前町河野,工事,,全面通行止,20250623080000,20250627170000,,,全面通行止,"[[35.82119, 136.07377000000002], [35.82003, 136.07347000000001], [35.81953, 136.07334], [35.81927, 136.07330000000002], [35.81913, 136.07329000000001], [35.81886, 136.07333], [35.81868, 136.07339000000002], [35.818470000000005, 136.07348000000002], [35.81812, 136.07368000000002], [35.81779, 136.07384000000002], [35.81752, 136.074], [35.817330000000005, 136.07413000000003], [35.817060000000005, 136.07437000000002], [35.81676, 136.07466000000002], [35.816210000000005, 136.07531], [35.81604, 136.07549], [35.815830000000005, 136.07565000000002], [35.81564, 136.07575], [35.81532, 136.07584], [35.814620000000005, 136.07595], [35.814260000000004, 136.07604], [35.813930000000006, 136.07615], [35.81333, 136.07638], [35.81302, 136.07641], [35.81284, 136.07639], [35.812650000000005, 136.07635000000002], [35.812160000000006, 136.07621], [35.81194, 136.07619000000003], [35.81176, 136.07622], [35.811580000000006, 136.0763], [35.811370000000004, 136.07644000000002], [35.81091, 136.07689000000002], [35.81064000000001, 136.07723000000001], [35.81042, 136.07762000000002], [35.810140000000004, 136.07819], [35.81002, 136.07838], [35.8098, 136.07866], [35.8096, 136.07884], [35.80935, 136.079], [35.808020000000006, 136.07966000000002], [35.80724, 136.07998], [35.80637, 136.08027], [35.80597, 136.08045], [35.805690000000006, 136.08063], [35.804950000000005, 136.08121], [35.80456, 136.08149], [35.80402, 136.08183000000002], [35.80297, 136.08251], [35.80266, 136.08275], [35.80156, 136.08369000000002], [35.80115, 136.0841], [35.800850000000004, 136.08446], [35.800450000000005, 136.08498], [35.80004, 136.08558000000002], [35.799710000000005, 136.08610000000002], [35.79903, 136.08712], [35.798840000000006, 136.08735000000001], [35.798590000000004, 136.08758], [35.798320000000004, 136.08775], [35.797920000000005, 136.08789000000002], [35.797140000000006, 136.08811], [35.79674, 136.08824], [35.79641, 136.0884], [35.79567, 136.08886], [35.795440000000006, 136.089], [35.794970000000006, 136.08924000000002], [35.794630000000005, 136.08938], [35.79433, 136.08949], [35.793980000000005, 136.08959000000002], [35.7933, 136.08972], [35.792770000000004, 136.08979000000002], [35.792120000000004, 136.08991], [35.79186, 136.08999], [35.791610000000006, 136.09011], [35.791360000000005, 136.09028], [35.79026, 136.09121000000002], [35.78983, 136.09161], [35.789480000000005, 136.09198], [35.78889, 136.09265000000002], [35.788450000000005, 136.09303], [35.78821, 136.09320000000002], [35.787490000000005, 136.09363000000002], [35.78717, 136.09385], [35.78671000000001, 136.09421], [35.786150000000006, 136.09465], [35.78575, 136.09494], [35.785470000000004, 136.09511], [35.784940000000006, 136.09542000000002], [35.78457, 136.09569000000002], [35.784180000000006, 136.09603], [35.78304, 136.09719], [35.78266, 136.09751], [35.78242, 136.09767000000002], [35.78179, 136.09799], [35.781270000000006, 136.09829000000002], [35.781020000000005, 136.09846000000002], [35.78076, 136.09868], [35.77964, 136.09971000000002], [35.77929, 136.10001], [35.778960000000005, 136.10023], [35.77864, 136.10038], [35.77841, 136.10046], [35.778130000000004, 136.10052000000002], [35.7775, 136.10057], [35.777, 136.10057], [35.776650000000004, 136.10051], [35.776270000000004, 136.10037], [35.775780000000005, 136.10009000000002], [35.77525, 136.09974], [35.77459, 136.09932], [35.774330000000006, 136.09917000000002], [35.77404, 136.09905], [35.77378, 136.09898], [35.77308, 136.09887], [35.7723, 136.09878], [35.770390000000006, 136.09853], [35.7699, 136.09846000000002], [35.769670000000005, 136.09839000000002], [35.769420000000004, 136.09830000000002], [35.769220000000004, 136.09820000000002], [35.768570000000004, 136.09778], [35.768280000000004, 136.09762], [35.767950000000006, 136.09750000000003], [35.76782, 136.09748000000002], [35.76758, 136.09749000000002], [35.767390000000006, 136.09751], [35.76713, 136.09763], [35.766760000000005, 136.09787], [35.76637, 136.09813], [35.76605, 136.09828000000002], [35.76578, 136.09837000000002], [35.765130000000006, 136.09848000000002], [35.76467, 136.09856000000002], [35.764410000000005, 136.09863], [35.7642, 136.09872000000001], [35.764010000000006, 136.09883000000002], [35.763600000000004, 136.09910000000002], [35.76337, 136.09926000000002], [35.76324, 136.09933], [35.7629, 136.09943], [35.762510000000006, 136.09946000000002], [35.762150000000005, 136.09941], [35.761720000000004, 136.09935000000002], [35.76145, 136.09936000000002], [35.76118, 136.09944000000002], [35.761010000000006, 136.09955000000002], [35.760470000000005, 136.10001], [35.75983, 136.10052000000002], [35.759420000000006, 136.10082], [35.75914, 136.101], [35.758660000000006, 136.10123000000002], [35.75804, 136.10149], [35.757670000000005, 136.10159000000002], [35.75719, 136.10166], [35.756280000000004, 136.10176], [35.754960000000004, 136.1018], [35.75413, 136.10178000000002], [35.75367, 136.10174], [35.75336, 136.10170000000002], [35.752990000000004, 136.10160000000002], [35.75264, 136.10145], [35.752120000000005, 136.10111], [35.751720000000006, 136.10082], [35.751290000000004, 136.10057], [35.75113, 136.1005], [35.750870000000006, 136.10042], [35.74942, 136.10008000000002], [35.748580000000004, 136.09988], [35.74822, 136.09983], [35.74795, 136.09985], [35.747710000000005, 136.09993], [35.74741, 136.10011], [35.74725, 136.10028], [35.74714, 136.10037], [35.747040000000005, 136.10051], [35.74687, 136.10085], [35.746500000000005, 136.10179000000002], [35.746410000000004, 136.10198], [35.74633, 136.10211], [35.746170000000006, 136.10227], [35.745920000000005, 136.10244], [35.74515, 136.10282], [35.74485, 136.10295000000002], [35.74461, 136.10298], [35.74443, 136.10295000000002], [35.744150000000005, 136.10287000000002], [35.74401, 136.10286000000002], [35.743860000000005, 136.10288], [35.74367, 136.10295000000002], [35.74358, 136.10298]]"
